model,DOI,Article Title,Label,baseline_prediction,methods_prediction,baseline_input_tokens,methods_input_tokens,token_delta,baseline_generated_tokens,methods_generated_tokens,baseline_elapsed_seconds,methods_elapsed_seconds,elapsed_delta_seconds,baseline_peak_allocated_mb,methods_peak_allocated_mb,peak_allocated_delta_mb,baseline_peak_reserved_mb,methods_peak_reserved_mb,peak_reserved_delta_mb
google/gemma-3-12b-it,10.1016/j.jclepro.2015.06.109,Environmental and economic analysis for the optimal reuse of water in a residential complex,1,1,1,352,1024,672,2,2,0.1813209429383278,0.35560998506844044,0.17428904213011265,11810.73876953125,12001.41455078125,190.67578125,11824.0,12048.0,224.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2022.155777,Resource-oriented sanitation: Identifying appropriate technologies and environmental gains by coupling Santiago software and life cycle assessment in a Brazilian case study,1,1,1,548,1024,476,2,2,0.23363487562164664,0.3514974331483245,0.11786255752667785,11866.06103515625,12001.41455078125,135.353515625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jece.2024.113901,Gasification performance of wet hydrochar from co-hydrothermal carbonization of high-moisture sludge and fungus bran,1,1,1,746,1024,278,2,2,0.2800013511441648,1.6695095882751048,1.38950823713094,11921.94775390625,12001.41455078125,79.466796875,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2024.174481,Residual biomasses at scale: Ensuring future bioeconomy uses outperform current baseline,1,1,1,593,1024,431,2,2,0.24112524697557092,0.3554919012822211,0.11436665430665016,11878.76318359375,12001.41455078125,122.6513671875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2021.148832,"Full-scale municipal sludge pyrolysis in China: Design fundamentals, environmental and economic assessments, and future perspectives",1,1,1,560,1024,464,2,2,0.23700132966041565,0.3529716790653765,0.11597034940496087,11869.44775390625,12001.41455078125,131.966796875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2021.128815,Operational carbon footprint of the US water and wastewater sector's energy consumption,1,1,1,611,1024,413,2,2,0.24235731177031994,0.6566554373130202,0.4142981255427003,11883.84326171875,12001.41455078125,117.5712890625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jenvman.2021.111966,Incineration of sewage sludge and recovery of residue ash as building material: A valuable option as a consequence of the COVID-19 pandemic,0,0,0,564,1024,460,2,2,0.2327001579105854,0.3493775660172105,0.11667740810662508,11870.57666015625,12001.41455078125,130.837890625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.envres.2024.119168,A whole process study of dual microalgae cultivation coupled to domestic wastewater treatment and wheat growth,0,1,0,431,1024,593,2,2,0.20019386615604162,0.35227456502616405,0.15208069887012243,11833.03662109375,12001.41455078125,168.3779296875,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.jenvman.2024.121936,Feasibility of organic micropollutant removal from municipal wastewaters by algal treatment vs. activated sludge treatment: Comparison based on non-targeted organic compound analysis,0,0,0,533,1024,491,2,2,0.23197917500510812,0.3489018068648875,0.11692263185977936,11861.82763671875,12001.41455078125,139.5869140625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2021.148564,An eco-efficiency analysis of refinery effluent pretreatments for water reuse under a Zero Liquid Discharge regime,1,1,1,559,1024,465,2,2,0.2330329492688179,1.462820758111775,1.229787808842957,11869.16552734375,12001.41455078125,132.2490234375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2022.155017,"Low doses and lifecycle exposure of waterborne antidepressants in zebrafish model: A survey on sperm traits, reproductive behaviours, and",0,1,1,540,1024,484,2,2,0.2324556759558618,0.35036523500457406,0.11790955904871225,11863.80322265625,12001.41455078125,137.611328125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.watres.2021.117554,From wastewater treatment to water resource recovery: Environmental and economic impacts of full-scale implementation,1,1,1,640,1024,384,2,2,0.24406669288873672,0.34970746794715524,0.10564077505841851,11892.02783203125,12001.41455078125,109.38671875,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.resconrec.2017.07.021,Comprehensive water footprint assessment of the dairy industry chain based on ISO 14046: A case study in China,1,1,1,552,1024,472,2,2,0.23005579598248005,0.35081228194758296,0.12075648596510291,11867.18994140625,12001.41455078125,134.224609375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.biortech.2024.131815,Policy impact on economic and environmental sustainability of anaerobic digestion: Industrial case study Insights,1,1,1,398,1024,626,2,2,0.20595092326402664,0.34890445275232196,0.14295352948829532,11823.72314453125,12001.41455078125,177.69140625,11844.0,12048.0,204.0
google/gemma-3-12b-it,10.1016/j.apenergy.2019.113560,Utilising carbon dioxide for transport fuels: The economic and environmental sustainability of different Fischer-Tropsch process designs,1,1,1,562,1024,462,2,2,0.2319321110844612,0.3494664137251675,0.1175343026407063,11870.01220703125,12001.41455078125,131.40234375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2022.154474,An environmental assessment for municipal organic waste and sludge treated by hydrothermal carbonization,1,1,1,517,1024,507,2,2,0.22786702495068312,0.352885905187577,0.1250188802368939,11857.31201171875,12001.41455078125,144.1025390625,11884.0,12048.0,164.0
google/gemma-3-12b-it,10.1016/j.envres.2023.117011,Trickling filter systems for sustainable water supply: An evaluation of eco-environmental burdens and greenhouse gas emissions,1,1,1,578,1024,446,2,2,0.24488990288227797,1.7712533031590283,1.5263634002767503,11874.52978515625,12001.41455078125,126.884765625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jenvman.2015.09.038,Shale gas wastewater management under uncertainty,0,1,1,569,1024,455,2,2,0.23268612287938595,0.35130611481145024,0.1186199919320643,11871.98779296875,12001.41455078125,129.4267578125,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jenvman.2021.112551,Can thermal intensification be considered a sustainable way for greening Fenton processes?,1,1,1,686,1024,338,2,2,0.2564792479388416,0.35192391788586974,0.09544466994702816,11905.01220703125,12001.41455078125,96.40234375,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.energy.2022.125340,Holistic Life Cycle Assessment of a biogas-based electricity generation plant in a pig farm considering co-digestion and an additive,1,1,1,488,1024,536,2,2,0.21404997818171978,1.8083064332604408,1.594256455078721,11849.12548828125,12001.41455078125,152.2890625,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.resconrec.2011.09.011,Boundaries matter: Greenhouse gas emission reductions from alternative waste treatment strategies for California's municipal solid waste,1,1,1,616,1024,408,2,2,0.24310592329129577,0.3515567500144243,0.10845082672312856,11885.25439453125,12001.41455078125,116.16015625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2022.135206,The potential of mitigating greenhouse gas emissions from urban domestic water systems in highly urbanized areas,1,1,1,728,1024,296,2,2,0.2735219649039209,0.35010313894599676,0.07658117404207587,11916.86767578125,12001.41455078125,84.546875,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2018.05.062,Conceptual environmental impact assessment of a novel self-sustained sanitation system incorporating a quantitative microbial risk assessment approach,1,1,1,563,1024,461,2,2,0.2366820457391441,0.3542608767747879,0.11757883103564382,11870.29443359375,12001.41455078125,131.1201171875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.resconrec.2018.02.021,Carbon footprint of integrated waste management systems with implications of food waste diversion into the wastewater stream,1,1,1,531,1024,493,2,2,0.2392239230684936,0.35157734574750066,0.11235342267900705,11861.26318359375,12001.41455078125,140.1513671875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2022.133978,Towards sustainable aquaculture systems: Biological and environmental impact of replacing fishmeal with Arthrospira platensis (Nordstedt) (spirulina),1,1,1,710,1024,314,2,2,0.27362546091899276,0.35112840542569757,0.07750294450670481,11911.78759765625,12001.41455078125,89.626953125,11944.0,12048.0,104.0
google/gemma-3-12b-it,10.1016/j.jclepro.2024.143052,A comprehensive comparison between two strategies to produce polyhydroxyalkanoates from domestic sewage sludge,1,1,1,559,1024,465,2,2,0.23248699493706226,0.3510633073747158,0.11857631243765354,11869.16552734375,12001.41455078125,132.2490234375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2014.09.003,Scenarios for sewage sludge reduction and reuse in clinker production towards regional eco-industrial development: a comparative emergy-based assessment,1,1,1,666,1024,358,2,2,1.7293496201746166,0.3523542871698737,-1.3769953330047429,11899.36767578125,12001.41455078125,102.046875,11924.0,12048.0,124.0
google/gemma-3-12b-it,10.1016/j.jclepro.2018.06.140,The tradeoff between water and carbon footprints of Barnett Shale gas,1,1,1,436,1024,588,2,2,0.20176832284778357,0.35259491577744484,0.15082659292966127,11834.44775390625,12001.41455078125,166.966796875,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.jhazmat.2021.128069,"Co-combustion, life-cycle circularity, and artificial intelligence-based multi-objective optimization of two plastics and textile dyeing sludge",0,0,0,554,1024,470,2,2,0.2345941667445004,0.3532106182537973,0.1186164515092969,11867.75439453125,12001.41455078125,133.66015625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.apenergy.2016.02.103,"Engineering, environmental and economic performance evaluation of high-gravity carbonation process for carbon capture and utilization",1,1,1,548,1024,476,2,2,0.2322325659915805,1.7940346631221473,1.5618020971305668,11866.06103515625,12001.41455078125,135.353515625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2018.05.161,Integrated multi-objective optimization framework for urban water supply systems under alternative climates and future policy,1,1,1,596,1024,428,2,2,0.24136104993522167,0.3505502939224243,0.10918924398720264,11879.60986328125,12001.41455078125,121.8046875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2022.159159,Assessment of cross-media effects deriving from the application of lower emission standards for acid pollutants in waste-to-energy plants,1,1,1,550,1024,474,2,2,0.23161621065810323,0.3507868549786508,0.11917064432054758,11866.62548828125,12001.41455078125,134.7890625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.jclepro.2015.06.138,Biogas reduces the carbon footprint of cassava starch: a comparative assessment with fuel oil,1,1,1,608,1024,416,2,2,0.24124948494136333,0.35193761391565204,0.1106881289742887,11882.99658203125,12001.41455078125,118.41796875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.rser.2023.113172,Prospective environmental impact assessment and simulation applied to an emerging biowaste-based energy technology in Europe,1,1,1,507,1024,517,2,2,1.7121538235805929,0.3515181173570454,-1.3606357062235475,11854.48779296875,12001.41455078125,146.9267578125,11886.0,12048.0,162.0
google/gemma-3-12b-it,10.1016/j.jenvman.2024.122622,A new paradigm for whole-chain low-carbon utilization of food waste secondary waste based on multivariate evaluations,1,1,1,455,1024,569,2,2,0.21540614496916533,0.35144073236733675,0.13603458739817142,11839.81201171875,12001.41455078125,161.6025390625,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.cej.2024.153955,Entire co-combustion lifecycle of sewage sludge and water lettuce ( Pistia stratiotes L .) and its controls over energetic and environmental benefits,0,0,0,547,1024,477,2,2,0.23422503704205155,0.3510326403193176,0.11680760327726603,11865.77880859375,12001.41455078125,135.6357421875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.watres.2024.121954,Nanoconfined Fe(II) releaser for long-term arsenic immobilization and its sustainability assessment,1,1,1,481,1024,543,2,2,0.2155923112295568,1.8614243823103607,1.6458320710808039,11847.14990234375,12001.41455078125,154.2646484375,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.biombioe.2024.107415,Thermodynamic and environmental analysis of two-stage series supercritical water gasification of biomass for hydrogen production,1,1,1,532,1024,492,2,2,0.23747150925919414,0.35225756792351604,0.1147860586643219,11861.54541015625,12001.41455078125,139.869140625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.rser.2023.114269,Embodied energy and greenhouse gas emissions from wastewater reuse strategies in Indian Himalayan region,1,1,1,560,1024,464,2,2,0.2302386020310223,0.351059571839869,0.12082096980884671,11869.44775390625,12001.41455078125,131.966796875,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.resconrec.2014.05.010,Multi-objective optimization of waste and resource management in industrial networks - Part I: Model description,0,1,1,533,1024,491,2,2,0.2314405171200633,1.7938173711299896,1.5623768540099263,11861.82763671875,12001.41455078125,139.5869140625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2018.04.108,Assessing the sustainability of acid mine drainage (AMD) treatment in South Africa,1,1,1,597,1024,427,2,2,0.2397819380275905,0.35366307385265827,0.11388113582506776,11879.89208984375,12001.41455078125,121.5224609375,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2017.07.148,"The potential ecotoxicological impact of pharmaceutical and personal care products on humans and freshwater, based on USEtox™ characterization factors. A Spanish case study of toxicity impact scores",1,1,1,867,1024,157,2,2,0.30593034997582436,0.35208787489682436,0.046157524921000004,11956.10107421875,12001.41455078125,45.3134765625,11984.0,12048.0,64.0
google/gemma-3-12b-it,10.1016/j.jenvman.2013.09.043,Quantifying benefits of resource recovery from sanitation provision in a developing world setting,1,1,1,549,1024,475,2,2,0.232043978292495,0.35389606608077884,0.12185208778828382,11866.34326171875,12001.41455078125,135.0712890625,11904.0,12048.0,144.0
google/gemma-3-12b-it,10.1016/j.biortech.2020.124045,Composition-oriented estimation of biogas production from major culinary wastes in an anaerobic bioreactor and its associated CO2 reduction potential,1,1,1,440,1024,584,2,2,0.20903432602062821,0.3514680443331599,0.1424337183125317,11835.57666015625,12001.41455078125,165.837890625,11864.0,12048.0,184.0
google/gemma-3-12b-it,10.1016/j.scitotenv.2023.165123,Comprehensive competitiveness assessment of four typical municipal sludge treatment routes in China based on environmental and techno-economic analysis,1,1,1,484,1024,540,2,2,0.2158146700821817,0.3522894661873579,0.1364747961051762,11847.99658203125,12001.41455078125,153.41796875,11866.0,12048.0,182.0
google/gemma-3-12b-it,10.1016/j.jclepro.2020.121050,Water footprint assessment of silk apparel in China,1,1,1,541,1024,483,2,2,0.2314356197603047,0.3511689039878547,0.11973328422755003,11864.08544921875,12001.41455078125,137.3291015625,11904.0,12048.0,144.0
